date1,hour1,price,output
27.12.2015,11,14.14,8.3
27.12.2015,12,16.8,8.626
27.12.2015,13,13.96,9.988999999999999
27.12.2015,14,14.45,12.594000000000001
27.12.2015,15,16.79,16.089000000000002
27.12.2015,16,22.07,24.618000000000002
27.12.2015,17,31.55,28.07
27.12.2015,18,35.7,29.489
27.12.2015,19,35.71,30.475
27.12.2015,20,32.96,30.991999999999997
27.12.2015,21,31.83,33.352
27.12.2015,22,31.65,39.668
27.12.2015,23,27.47,43.731
28.12.2015,0,26.26,46.513999999999996
28.12.2015,1,20.35,50.711999999999996
28.12.2015,2,17.75,52.973
28.12.2015,3,16.01,54.023999999999994
28.12.2015,4,13.94,53.798
28.12.2015,5,22.05,53.101000000000006
28.12.2015,6,26.0,51.452
28.12.2015,7,34.0,52.167
28.12.2015,8,38.81,53.581
28.12.2015,9,41.4,58.792
28.12.2015,10,39.87,62.126000000000005
28.12.2015,11,36.04,63.865
28.12.2015,12,36.0,64.48899999999999
28.12.2015,13,33.4,63.86
28.12.2015,14,32.53,61.233000000000004
28.12.2015,15,33.15,51.415
28.12.2015,16,36.9,48.65
28.12.2015,17,42.98,52.214
28.12.2015,18,43.38,52.233000000000004
28.12.2015,19,35.91,52.312
28.12.2015,20,30.38,49.456
28.12.2015,21,27.6,48.446999999999996
28.12.2015,22,27.2,44.463
28.12.2015,23,25.76,43.732
29.12.2015,0,21.02,42.665
29.12.2015,1,18.05,41.864
29.12.2015,2,17.07,39.22
29.12.2015,3,14.06,34.884
29.12.2015,4,14.49,27.119
29.12.2015,5,18.74,20.044
29.12.2015,6,27.18,14.133
29.12.2015,7,27.95,9.862
29.12.2015,8,30.38,5.269
29.12.2015,9,39.13,3.29
29.12.2015,10,38.55,3.133
29.12.2015,11,42.0,6.4670000000000005
29.12.2015,12,42.47,10.738
29.12.2015,13,39.56,11.235999999999999
29.12.2015,14,35.47,8.642999999999999
29.12.2015,15,36.02,6.486000000000001
29.12.2015,16,41.81,5.919
29.12.2015,17,52.0,5.85
29.12.2015,18,55.86,5.922999999999999
29.12.2015,19,49.98,5.899
29.12.2015,20,38.39,6.04
29.12.2015,21,34.95,6.18
29.12.2015,22,33.28,6.627999999999999
29.12.2015,23,29.94,7.335
30.12.2015,0,29.26,8.09
30.12.2015,1,28.52,9.017999999999999
30.12.2015,2,23.55,9.228
30.12.2015,3,18.01,9.408999999999999
30.12.2015,4,15.95,9.323
30.12.2015,5,20.78,8.721
30.12.2015,6,23.71,9.352
30.12.2015,7,29.23,11.084000000000001
30.12.2015,8,36.92,12.789000000000001
30.12.2015,9,36.21,10.875
30.12.2015,10,37.67,14.28
30.12.2015,11,35.0,17.576
30.12.2015,12,32.13,20.313
30.12.2015,13,28.46,23.441999999999997
30.12.2015,14,27.44,25.772
30.12.2015,15,27.53,26.002
30.12.2015,16,30.68,29.374000000000002
30.12.2015,17,39.26,33.088
30.12.2015,18,38.8,37.084
30.12.2015,19,38.93,34.817
30.12.2015,20,36.9,33.389
30.12.2015,21,26.42,34.815
30.12.2015,22,33.91,38.681
30.12.2015,23,33.11,40.400999999999996
31.12.2015,0,14.46,38.444
31.12.2015,1,12.71,35.641
31.12.2015,2,11.67,28.901999999999997
31.12.2015,3,9.21,21.156999999999996
31.12.2015,4,4.65,16.072
31.12.2015,5,6.41,11.277999999999999
31.12.2015,6,14.94,8.96
31.12.2015,7,19.22,7.737
31.12.2015,8,21.14,4.633
31.12.2015,9,24.04,2.406
31.12.2015,10,25.11,1.995
31.12.2015,11,26.02,1.5030000000000001
31.12.2015,12,27.38,1.153
31.12.2015,13,28.19,0.9209999999999999
31.12.2015,14,27.48,0.8170000000000001
31.12.2015,15,29.0,0.9179999999999999
31.12.2015,16,32.87,0.968
31.12.2015,17,40.03,0.946
31.12.2015,18,40.25,1.158
31.12.2015,19,36.79,1.595
31.12.2015,20,28.81,2.399
31.12.2015,21,26.27,3.1060000000000003
31.12.2015,22,29.99,3.1639999999999997
31.12.2015,23,31.59,3.719
01.01.2016,0,23.86,5.206
01.01.2016,1,22.39,6.1610000000000005
01.01.2016,2,20.59,6.275
01.01.2016,3,16.81,7.417999999999999
01.01.2016,4,17.41,9.958
01.01.2016,5,17.02,12.148
01.01.2016,6,15.86,14.197000000000001
01.01.2016,7,18.16,15.918
01.01.2016,8,17.73,15.548
01.01.2016,9,19.77,18.229
01.01.2016,10,23.75,22.928
01.01.2016,11,26.03,26.166
01.01.2016,12,27.06,29.099
01.01.2016,13,26.59,31.401999999999997
01.01.2016,14,25.0,32.704
01.01.2016,15,20.06,36.152
01.01.2016,16,19.43,36.876999999999995
01.01.2016,17,24.57,38.361
01.01.2016,18,33.11,36.875
01.01.2016,19,35.34,34.441
01.01.2016,20,33.07,33.482
01.01.2016,21,29.52,33.671
01.01.2016,22,30.1,34.771
01.01.2016,23,24.57,35.741
02.01.2016,0,22.2,33.183
02.01.2016,1,16.57,25.982
02.01.2016,2,15.35,18.625
02.01.2016,3,12.77,12.387
02.01.2016,4,11.27,7.456
02.01.2016,5,11.91,9.986
02.01.2016,6,12.62,14.413
02.01.2016,7,14.17,16.192
02.01.2016,8,17.73,16.224
02.01.2016,9,20.29,19.909000000000002
02.01.2016,10,24.3,28.67
02.01.2016,11,25.05,35.069
02.01.2016,12,29.31,35.279
02.01.2016,13,26.31,33.184
02.01.2016,14,22.63,26.968000000000004
02.01.2016,15,19.61,19.834
02.01.2016,16,20.65,20.866999999999997
02.01.2016,17,34.21,22.579
02.01.2016,18,42.23,23.229
02.01.2016,19,37.36,24.518
02.01.2016,20,32.84,24.511
02.01.2016,21,26.15,25.828000000000003
02.01.2016,22,30.62,23.37
02.01.2016,23,36.19,19.714000000000002
03.01.2016,0,19.65,15.800999999999998
03.01.2016,1,18.91,10.517999999999999
03.01.2016,2,14.64,7.52
03.01.2016,3,10.12,6.184
03.01.2016,4,7.14,4.466
03.01.2016,5,9.41,3.216
03.01.2016,6,4.14,2.535
03.01.2016,7,7.08,2.092
03.01.2016,8,11.4,2.0069999999999997
03.01.2016,9,17.64,2.012
03.01.2016,10,19.99,3.214
03.01.2016,11,22.11,6.072
03.01.2016,12,22.68,8.067
03.01.2016,13,22.0,8.86
03.01.2016,14,19.89,10.39
03.01.2016,15,17.75,14.343
03.01.2016,16,18.76,17.429000000000002
03.01.2016,17,22.21,19.015
03.01.2016,18,26.76,20.397000000000002
03.01.2016,19,27.23,20.779
03.01.2016,20,25.33,16.974
03.01.2016,21,22.11,9.512
03.01.2016,22,22.57,5.535
03.01.2016,23,21.01,6.56
04.01.2016,0,13.78,12.847999999999999
04.01.2016,1,13.44,22.861
04.01.2016,2,11.46,28.430999999999997
04.01.2016,3,5.55,38.327
04.01.2016,4,5.0,43.919
04.01.2016,5,10.05,42.066
04.01.2016,6,19.11,35.256
04.01.2016,7,31.44,27.209
04.01.2016,8,36.31,19.424
04.01.2016,9,33.46,17.91
04.01.2016,10,33.24,18.3
04.01.2016,11,35.09,15.582
04.01.2016,12,35.0,12.117
04.01.2016,13,35.0,8.879
04.01.2016,14,34.94,7.477
04.01.2016,15,34.92,8.587
04.01.2016,16,38.0,11.362
04.01.2016,17,41.21,12.843
04.01.2016,18,42.95,11.277999999999999
04.01.2016,19,41.96,13.467
04.01.2016,20,34.94,15.548
04.01.2016,21,30.66,19.837
04.01.2016,22,30.0,28.680999999999997
04.01.2016,23,23.9,30.085
05.01.2016,0,25.03,28.114
05.01.2016,1,24.42,24.183000000000003
05.01.2016,2,22.34,22.135
05.01.2016,3,21.5,24.483
05.01.2016,4,20.0,24.015
05.01.2016,5,23.53,19.169
05.01.2016,6,28.96,17.276
05.01.2016,7,38.32,17.977
05.01.2016,8,41.45,16.616
05.01.2016,9,40.72,19.034000000000002
05.01.2016,10,40.66,20.684
05.01.2016,11,40.33,20.064
05.01.2016,12,38.25,20.215
05.01.2016,13,36.98,19.589000000000002
05.01.2016,14,34.91,15.696
05.01.2016,15,33.5,10.199
05.01.2016,16,35.1,11.725999999999999
05.01.2016,17,42.44,14.823
05.01.2016,18,42.94,19.618
05.01.2016,19,42.92,21.833000000000002
05.01.2016,20,38.35,19.259
05.01.2016,21,34.42,21.293000000000003
05.01.2016,22,32.99,24.365
05.01.2016,23,32.0,26.248
06.01.2016,0,26.62,29.783
06.01.2016,1,25.58,31.372
06.01.2016,2,24.59,27.871
06.01.2016,3,22.5,24.776
06.01.2016,4,23.16,25.011
06.01.2016,5,24.99,27.471999999999998
06.01.2016,6,26.62,31.518
06.01.2016,7,38.92,26.883000000000003
06.01.2016,8,41.96,23.733
06.01.2016,9,40.96,26.504
06.01.2016,10,39.13,25.976999999999997
06.01.2016,11,40.08,31.572
06.01.2016,12,40.73,32.063
06.01.2016,13,38.26,29.11
06.01.2016,14,35.44,26.505
06.01.2016,15,36.92,26.505
06.01.2016,16,41.28,26.666999999999998
06.01.2016,17,44.95,27.255
06.01.2016,18,46.9,24.185
06.01.2016,19,43.95,22.315
06.01.2016,20,39.94,17.873
06.01.2016,21,32.4,10.54
06.01.2016,22,33.51,7.8660000000000005
06.01.2016,23,30.11,4.942
07.01.2016,0,26.41,3.97
07.01.2016,1,26.05,5.4639999999999995
07.01.2016,2,24.93,9.023
07.01.2016,3,22.39,12.594000000000001
07.01.2016,4,22.32,12.083
07.01.2016,5,24.2,10.917
07.01.2016,6,31.0,25.046999999999997
07.01.2016,7,42.47,36.453
07.01.2016,8,42.97,39.315
07.01.2016,9,41.93,37.644
07.01.2016,10,41.62,38.326
07.01.2016,11,41.5,39.385
07.01.2016,12,40.66,43.958
07.01.2016,13,40.33,50.498000000000005
07.01.2016,14,36.51,47.81100000000001
07.01.2016,15,33.49,42.435
07.01.2016,16,34.19,31.57
07.01.2016,17,40.66,25.156
07.01.2016,18,40.8,20.174
07.01.2016,19,42.1,14.072000000000001
07.01.2016,20,36.5,7.617000000000001
07.01.2016,21,34.5,3.2889999999999997
07.01.2016,22,33.49,1.179
07.01.2016,23,28.76,1.3530000000000002
08.01.2016,0,24.36,1.6230000000000002
08.01.2016,1,19.33,1.771
08.01.2016,2,16.1,5.928999999999999
08.01.2016,3,15.0,11.081
08.01.2016,4,15.0,13.377
08.01.2016,5,18.14,13.652000000000001
08.01.2016,6,25.21,12.58
08.01.2016,7,36.46,10.445
08.01.2016,8,39.53,8.232999999999999
08.01.2016,9,37.69,7.534
08.01.2016,10,37.66,7.8660000000000005
08.01.2016,11,36.91,8.083
08.01.2016,12,36.13,8.681000000000001
08.01.2016,13,36.13,9.988999999999999
08.01.2016,14,32.99,9.855
08.01.2016,15,32.08,9.443
08.01.2016,16,37.16,8.466000000000001
08.01.2016,17,45.0,6.739
08.01.2016,18,46.97,5.269
08.01.2016,19,40.09,5.5329999999999995
08.01.2016,20,34.61,7.874
08.01.2016,21,31.52,10.112
08.01.2016,22,32.5,9.919
08.01.2016,23,36.1,6.997999999999999
09.01.2016,0,31.11,3.4160000000000004
09.01.2016,1,29.0,1.879
09.01.2016,2,24.3,1.608
09.01.2016,3,23.23,2.276
09.01.2016,4,21.96,2.498
09.01.2016,5,22.45,2.095
09.01.2016,6,23.07,1.932
09.01.2016,7,25.0,2.173
09.01.2016,8,32.11,1.906
09.01.2016,9,37.12,1.4980000000000002
09.01.2016,10,36.13,1.489
09.01.2016,11,35.76,2.064
09.01.2016,12,34.06,1.9909999999999999
09.01.2016,13,31.54,1.65
09.01.2016,14,27.92,1.8519999999999999
09.01.2016,15,27.0,2.142
09.01.2016,16,30.5,3.389
09.01.2016,17,36.99,5.287000000000001
09.01.2016,18,36.8,7.638999999999999
09.01.2016,19,35.0,11.189
09.01.2016,20,29.0,14.552999999999999
09.01.2016,21,25.01,15.915999999999999
09.01.2016,22,25.1,14.547
09.01.2016,23,22.28,12.77
10.01.2016,0,15.58,15.714
10.01.2016,1,19.05,20.183
10.01.2016,2,16.96,17.799
10.01.2016,3,12.75,8.74
10.01.2016,4,10.81,1.8019999999999998
10.01.2016,5,10.85,1.074
10.01.2016,6,9.85,2.823
10.01.2016,7,13.47,6.879
10.01.2016,8,16.24,8.967
10.01.2016,9,19.41,10.057
10.01.2016,10,20.12,13.186
10.01.2016,11,21.85,16.058
10.01.2016,12,22.93,17.832
10.01.2016,13,21.24,17.584
10.01.2016,14,20.53,19.057000000000002
10.01.2016,15,21.45,19.837
10.01.2016,16,23.92,16.741
10.01.2016,17,26.58,10.283
10.01.2016,18,35.0,6.479
10.01.2016,19,33.0,11.032
10.01.2016,20,30.66,19.482
10.01.2016,21,26.89,28.538
10.01.2016,22,26.93,34.816
10.01.2016,23,23.12,33.389
11.01.2016,0,21.95,28.416999999999998
11.01.2016,1,20.04,24.185
11.01.2016,2,19.78,20.511
11.01.2016,3,19.36,20.327
11.01.2016,4,19.56,19.016
11.01.2016,5,21.67,23.932
11.01.2016,6,28.5,28.034000000000002
11.01.2016,7,41.61,28.904
11.01.2016,8,45.93,24.366999999999997
11.01.2016,9,44.0,26.77
11.01.2016,10,41.94,40.202
11.01.2016,11,41.96,59.451
11.01.2016,12,37.96,69.758
11.01.2016,13,36.24,71.296
11.01.2016,14,33.57,64.762
11.01.2016,15,31.0,60.229
11.01.2016,16,32.0,60.313
11.01.2016,17,37.21,62.427
11.01.2016,18,42.88,63.598
11.01.2016,19,40.0,60.982
11.01.2016,20,33.09,58.111000000000004
11.01.2016,21,30.26,54.562
11.01.2016,22,33.18,50.95
11.01.2016,23,28.1,47.738
12.01.2016,0,21.51,46.513999999999996
12.01.2016,1,19.81,45.211000000000006
12.01.2016,2,19.1,44.571999999999996
12.01.2016,3,15.74,46.606
12.01.2016,4,13.78,43.501999999999995
12.01.2016,5,20.19,38.552
12.01.2016,6,24.38,35.946999999999996
12.01.2016,7,35.92,36.668
12.01.2016,8,40.5,34.729
12.01.2016,9,41.0,34.733000000000004
12.01.2016,10,38.66,40.718
12.01.2016,11,36.46,46.104
12.01.2016,12,35.0,48.318000000000005
12.01.2016,13,33.3,46.555
12.01.2016,14,32.21,39.054
12.01.2016,15,33.0,39.679
12.01.2016,16,36.08,46.309
12.01.2016,17,41.94,51.769
12.01.2016,18,46.99,55.185
12.01.2016,19,45.39,55.443000000000005
12.01.2016,20,38.08,52.37
12.01.2016,21,30.51,44.49
12.01.2016,22,29.93,37.065
12.01.2016,23,26.24,31.468000000000004
13.01.2016,0,21.0,26.855999999999998
13.01.2016,1,19.66,24.465999999999998
13.01.2016,2,18.13,21.622
13.01.2016,3,15.76,20.262999999999998
13.01.2016,4,18.05,16.227
13.01.2016,5,20.83,12.727
13.01.2016,6,29.88,9.422
13.01.2016,7,46.83,5.897
13.01.2016,8,47.05,4.447
13.01.2016,9,47.39,3.9160000000000004
13.01.2016,10,46.82,3.676
13.01.2016,11,46.5,3.4810000000000003
13.01.2016,12,45.8,2.845
13.01.2016,13,41.34,2.0
13.01.2016,14,39.02,0.883
13.01.2016,15,37.44,0.797
13.01.2016,16,39.58,1.337
13.01.2016,17,43.0,2.8369999999999997
13.01.2016,18,50.07,4.695
13.01.2016,19,49.98,7.781000000000001
13.01.2016,20,41.1,9.972999999999999
13.01.2016,21,34.15,11.815
13.01.2016,22,38.09,13.790999999999999
13.01.2016,23,36.0,16.058
14.01.2016,0,26.4,14.905
14.01.2016,1,23.06,13.387
14.01.2016,2,22.22,13.130999999999998
14.01.2016,3,22.03,14.142000000000001
14.01.2016,4,22.53,16.141
14.01.2016,5,23.9,18.07
14.01.2016,6,33.18,15.850999999999999
14.01.2016,7,44.41,13.797
14.01.2016,8,46.94,12.174000000000001
14.01.2016,9,46.3,12.593
14.01.2016,10,47.51,21.354
14.01.2016,11,47.21,27.965
14.01.2016,12,48.37,30.908
14.01.2016,13,50.0,31.773000000000003
14.01.2016,14,45.7,31.318
14.01.2016,15,42.99,26.072
14.01.2016,16,42.34,25.733
14.01.2016,17,47.52,24.578000000000003
14.01.2016,18,54.1,24.546999999999997
14.01.2016,19,53.9,23.776
14.01.2016,20,47.28,21.765
14.01.2016,21,34.37,21.508000000000003
14.01.2016,22,35.51,21.180999999999997
14.01.2016,23,30.16,20.000999999999998
15.01.2016,0,35.64,18.307000000000002
15.01.2016,1,28.0,15.182
15.01.2016,2,24.36,13.479000000000001
15.01.2016,3,23.5,14.529000000000002
15.01.2016,4,22.94,14.272
15.01.2016,5,27.0,13.189
15.01.2016,6,33.4,12.425999999999998
15.01.2016,7,42.69,11.994000000000002
15.01.2016,8,47.52,12.290999999999999
15.01.2016,9,48.0,14.667
15.01.2016,10,48.0,22.1
15.01.2016,11,46.95,30.815
15.01.2016,12,44.0,39.912
15.01.2016,13,42.05,46.951
15.01.2016,14,39.99,49.70399999999999
15.01.2016,15,37.65,43.523999999999994
15.01.2016,16,38.0,42.423
15.01.2016,17,45.26,45.178000000000004
15.01.2016,18,48.04,43.43899999999999
15.01.2016,19,49.98,39.654
15.01.2016,20,46.0,36.464
15.01.2016,21,42.7,34.656
15.01.2016,22,42.1,32.05
15.01.2016,23,40.5,30.84
16.01.2016,0,32.1,32.038000000000004
16.01.2016,1,29.31,35.536
16.01.2016,2,25.58,38.884
16.01.2016,3,24.73,42.92100000000001
16.01.2016,4,24.08,46.426
16.01.2016,5,25.32,46.821000000000005
16.01.2016,6,24.77,42.449
16.01.2016,7,27.61,37.084
16.01.2016,8,33.27,34.304
16.01.2016,9,38.75,38.409
16.01.2016,10,40.35,43.938
16.01.2016,11,39.0,49.103
16.01.2016,12,37.06,49.35
16.01.2016,13,36.06,48.446999999999996
16.01.2016,14,33.32,45.3
16.01.2016,15,32.1,39.577
16.01.2016,16,34.1,36.67
16.01.2016,17,39.77,33.55
16.01.2016,18,49.5,30.474
16.01.2016,19,52.56,29.756
16.01.2016,20,44.78,28.596
16.01.2016,21,39.24,28.660999999999998
16.01.2016,22,41.95,27.549
16.01.2016,23,40.06,24.548000000000002
17.01.2016,0,37.86,19.26
17.01.2016,1,34.6,16.587
17.01.2016,2,32.12,14.302
17.01.2016,3,29.01,12.952
17.01.2016,4,24.37,11.993
17.01.2016,5,24.36,11.140999999999998
17.01.2016,6,27.64,8.906
17.01.2016,7,29.99,6.632000000000001
17.01.2016,8,32.4,6.0760000000000005
17.01.2016,9,34.56,10.923
17.01.2016,10,37.06,13.390999999999998
17.01.2016,11,38.1,14.76
17.01.2016,12,38.56,15.405999999999999
17.01.2016,13,36.2,15.405999999999999
17.01.2016,14,34.88,14.238
17.01.2016,15,32.45,11.078
17.01.2016,16,31.94,9.145
17.01.2016,17,39.49,7.409
17.01.2016,18,47.84,6.461
17.01.2016,19,51.81,6.664
17.01.2016,20,46.5,8.725
17.01.2016,21,40.87,11.587
17.01.2016,22,40.63,12.327
17.01.2016,23,38.79,11.190999999999999
18.01.2016,0,38.14,9.124
18.01.2016,1,35.66,6.235
18.01.2016,2,31.92,3.885
18.01.2016,3,25.94,3.815
18.01.2016,4,23.51,4.65
18.01.2016,5,31.21,6.4479999999999995
18.01.2016,6,39.3,9.232000000000001
18.01.2016,7,51.23,11.297
18.01.2016,8,49.98,12.128
18.01.2016,9,50.54,17.276
18.01.2016,10,50.5,22.134
18.01.2016,11,51.01,23.54
18.01.2016,12,50.37,20.928
18.01.2016,13,52.99,14.637
18.01.2016,14,54.2,9.942
18.01.2016,15,52.06,6.635
18.01.2016,16,49.66,3.943
18.01.2016,17,62.55,2.58
18.01.2016,18,73.07,1.827
18.01.2016,19,66.37,1.683
18.01.2016,20,55.14,2.001
18.01.2016,21,51.8,2.8169999999999997
18.01.2016,22,49.98,2.537
18.01.2016,23,46.75,1.944
19.01.2016,0,39.8,1.527
19.01.2016,1,36.79,2.202
19.01.2016,2,35.87,2.903
19.01.2016,3,32.0,3.33
19.01.2016,4,31.83,2.8989999999999996
19.01.2016,5,38.88,2.262
19.01.2016,6,43.47,1.95
19.01.2016,7,54.1,1.624
19.01.2016,8,65.71,1.327
19.01.2016,9,65.35,1.49
19.01.2016,10,64.54,2.427
19.01.2016,11,62.01,3.628
19.01.2016,12,58.98,4.546
19.01.2016,13,58.53,5.144
19.01.2016,14,55.81,6.159
19.01.2016,15,55.5,6.892
19.01.2016,16,56.21,7.7139999999999995
19.01.2016,17,70.07,9.148
19.01.2016,18,90.08,11.062999999999999
19.01.2016,19,78.91,13.162
19.01.2016,20,60.03,15.402999999999999
19.01.2016,21,53.03,17.309
19.01.2016,22,49.74,17.614
19.01.2016,23,45.0,15.241
20.01.2016,0,42.21,13.945
20.01.2016,1,39.68,12.71
20.01.2016,2,36.64,11.520999999999999
20.01.2016,3,34.47,10.610999999999999
20.01.2016,4,33.49,8.81
20.01.2016,5,37.27,6.492999999999999
20.01.2016,6,42.04,5.09
20.01.2016,7,55.08,4.053
20.01.2016,8,61.08,2.472
20.01.2016,9,62.5,1.056
20.01.2016,10,64.64,0.7340000000000001
20.01.2016,11,61.58,0.97
20.01.2016,12,58.6,1.275
20.01.2016,13,57.8,1.443
20.01.2016,14,54.95,1.358
20.01.2016,15,52.42,1.162
20.01.2016,16,72.01,1.271
20.01.2016,17,103.18,1.6640000000000001
20.01.2016,18,127.65,2.065
20.01.2016,19,93.62,2.273
20.01.2016,20,67.62,2.269
20.01.2016,21,60.33,2.201
20.01.2016,22,52.32,2.218
20.01.2016,23,46.57,2.448
21.01.2016,0,41.73,2.665
21.01.2016,1,40.1,2.8480000000000003
21.01.2016,2,38.53,2.887
21.01.2016,3,37.33,2.9
21.01.2016,4,36.62,2.8989999999999996
21.01.2016,5,38.41,2.884
21.01.2016,6,43.91,2.935
21.01.2016,7,70.01,3.115
21.01.2016,8,86.87,2.39
21.01.2016,9,85.3,1.433
21.01.2016,10,74.94,1.6269999999999998
21.01.2016,11,70.12,1.4140000000000001
21.01.2016,12,59.91,1.077
21.01.2016,13,57.69,0.917
21.01.2016,14,57.99,0.802
21.01.2016,15,61.05,0.815
21.01.2016,16,57.43,0.883
21.01.2016,17,88.96,1.1
21.01.2016,18,95.95,1.6669999999999998
21.01.2016,19,85.46,2.937
21.01.2016,20,60.01,5.169
21.01.2016,21,46.38,7.848
21.01.2016,22,45.82,9.8
21.01.2016,23,44.57,11.464
22.01.2016,0,40.45,13.147
22.01.2016,1,39.21,14.683
22.01.2016,2,37.48,16.125
22.01.2016,3,36.07,17.277
22.01.2016,4,34.55,17.276
22.01.2016,5,34.55,16.74
22.01.2016,6,39.8,16.245
22.01.2016,7,49.26,15.107999999999999
22.01.2016,8,52.5,12.29
22.01.2016,9,52.51,10.002
22.01.2016,10,50.37,8.394
22.01.2016,11,49.06,6.877999999999999
22.01.2016,12,50.37,6.175
22.01.2016,13,44.18,5.372999999999999
22.01.2016,14,41.0,4.882
22.01.2016,15,37.77,5.125
22.01.2016,16,37.24,5.052
22.01.2016,17,46.52,4.292
22.01.2016,18,53.1,3.34
22.01.2016,19,48.25,2.792
22.01.2016,20,41.49,3.197
22.01.2016,21,36.5,2.6460000000000004
22.01.2016,22,40.62,2.92
22.01.2016,23,39.12,3.627
23.01.2016,0,33.26,2.986
23.01.2016,1,29.47,1.868
23.01.2016,2,25.07,1.571
23.01.2016,3,22.99,2.755
23.01.2016,4,22.68,5.555
23.01.2016,5,25.21,7.457000000000001
23.01.2016,6,32.16,8.392000000000001
23.01.2016,7,33.44,8.72
23.01.2016,8,34.72,7.212999999999999
23.01.2016,9,35.99,4.167
23.01.2016,10,37.0,2.4330000000000003
23.01.2016,11,37.13,1.361
23.01.2016,12,39.44,1.121
23.01.2016,13,35.61,1.885
23.01.2016,14,29.88,2.8089999999999997
23.01.2016,15,30.0,4.185
23.01.2016,16,29.7,6.805
23.01.2016,17,36.97,9.472999999999999
23.01.2016,18,42.6,10.902000000000001
23.01.2016,19,41.37,11.387
23.01.2016,20,37.29,9.316
23.01.2016,21,32.71,5.1739999999999995
23.01.2016,22,36.96,2.369
23.01.2016,23,33.26,1.318
24.01.2016,0,36.35,2.19
24.01.2016,1,30.64,4.408
24.01.2016,2,31.26,6.157
24.01.2016,3,29.85,7.825
24.01.2016,4,25.67,9.452
24.01.2016,5,23.41,9.67
24.01.2016,6,21.41,9.823
24.01.2016,7,30.55,10.360999999999999
24.01.2016,8,32.0,8.994
24.01.2016,9,33.14,7.986000000000001
24.01.2016,10,33.98,8.023
24.01.2016,11,34.0,8.647
24.01.2016,12,34.93,10.273
24.01.2016,13,31.08,12.052999999999999
24.01.2016,14,24.84,13.187000000000001
24.01.2016,15,23.99,14.132
24.01.2016,16,25.04,19.511
24.01.2016,17,32.88,23.897
24.01.2016,18,36.09,25.985
24.01.2016,19,36.59,25.377
24.01.2016,20,36.5,23.296999999999997
24.01.2016,21,34.7,22.232
24.01.2016,22,36.26,22.386999999999997
24.01.2016,23,36.09,23.374000000000002
25.01.2016,0,33.64,24.603
25.01.2016,1,30.95,25.845
25.01.2016,2,24.99,26.497
25.01.2016,3,23.12,27.095
25.01.2016,4,20.33,26.881
25.01.2016,5,24.96,25.38
25.01.2016,6,33.34,23.570999999999998
25.01.2016,7,42.57,21.526999999999997
25.01.2016,8,42.75,18.016
25.01.2016,9,39.5,16.855
25.01.2016,10,36.62,14.373
25.01.2016,11,35.6,11.347999999999999
25.01.2016,12,34.75,8.301
25.01.2016,13,32.26,6.075
25.01.2016,14,30.61,5.105
25.01.2016,15,29.73,5.193
25.01.2016,16,31.17,7.202999999999999
25.01.2016,17,34.96,8.66
25.01.2016,18,38.47,8.774
25.01.2016,19,38.04,8.385
25.01.2016,20,33.08,7.6160000000000005
25.01.2016,21,25.32,6.278
25.01.2016,22,23.93,4.865
25.01.2016,23,26.11,3.638
26.01.2016,0,25.07,2.63
26.01.2016,1,25.62,1.89
26.01.2016,2,24.95,1.501
26.01.2016,3,17.48,1.3519999999999999
26.01.2016,4,18.33,1.3519999999999999
26.01.2016,5,21.87,1.266
26.01.2016,6,27.09,1.125
26.01.2016,7,37.02,1.339
26.01.2016,8,43.14,1.54
26.01.2016,9,40.18,1.7109999999999999
26.01.2016,10,38.03,1.401
26.01.2016,11,36.84,0.93
26.01.2016,12,36.62,0.595
26.01.2016,13,32.31,0.44
26.01.2016,14,32.15,0.434
26.01.2016,15,30.09,0.8909999999999999
26.01.2016,16,30.62,1.925
26.01.2016,17,32.87,2.3040000000000003
26.01.2016,18,38.98,1.9080000000000001
26.01.2016,19,40.93,1.455
26.01.2016,20,30.23,1.02
26.01.2016,21,27.12,1.014
26.01.2016,22,29.08,1.197
26.01.2016,23,28.59,1.308
27.01.2016,0,24.95,1.501
27.01.2016,1,21.9,1.7469999999999999
27.01.2016,2,21.19,2.032
27.01.2016,3,13.41,2.807
27.01.2016,4,12.2,4.53
27.01.2016,5,17.65,7.212000000000001
27.01.2016,6,26.79,9.818999999999999
27.01.2016,7,35.07,11.755999999999998
27.01.2016,8,36.14,10.587
27.01.2016,9,32.96,8.852
27.01.2016,10,31.66,8.202
27.01.2016,11,33.93,7.43
27.01.2016,12,30.53,6.394
27.01.2016,13,27.11,5.765
27.01.2016,14,27.06,5.776
27.01.2016,15,25.62,6.772
27.01.2016,16,26.87,10.017000000000001
27.01.2016,17,31.18,14.13
27.01.2016,18,36.59,15.769
27.01.2016,19,36.29,15.045
27.01.2016,20,27.85,13.927
27.01.2016,21,25.52,13.460999999999999
27.01.2016,22,27.21,15.207
27.01.2016,23,27.55,17.465
28.01.2016,0,16.4,19.439
28.01.2016,1,16.04,20.758000000000003
28.01.2016,2,15.11,22.079
28.01.2016,3,12.95,20.6
28.01.2016,4,13.23,19.587
28.01.2016,5,17.39,19.398
28.01.2016,6,23.41,19.424
28.01.2016,7,32.39,20.082
28.01.2016,8,34.52,18.692999999999998
28.01.2016,9,34.71,18.024
28.01.2016,10,35.9,15.177
28.01.2016,11,39.92,9.821
28.01.2016,12,38.61,5.0680000000000005
28.01.2016,13,37.45,2.201
